tuoi,chieu_cao,so_tran,ban_thang,kien_tao,so_phut_tren_ban,so_phut,danh_hieu,Centre_Forward,Central_Midfield,Left_Winger,Attacking_Midfield,Right_Winger,Defensive_Midfield,Second_Striker,Centre_Back,Right_Back,Left_Back ,Goalkeeper,Right_Midfield,Left_Midfield,value_club,value
29,1.7,35,5,14,591,2957,5,0,0,0,0,0,0,0,0,0,1,0,0,0,547.7,20
29,1.71,37,4,4,407,1627,5,0,0,0,0,1,0,0,0,0,0,0,0,0,629,20
32,1.7,41,24,7,115,2761,2,1,0,0,0,0,0,0,0,0,0,0,0,0,324.2,20
29,1.91,46,5,4,826,4128,6,0,0,0,0,0,0,0,1,0,0,0,0,0,161.9,20
30,1.91,10,0,1,0,161,6,0,1,0,0,0,0,0,0,0,0,0,0,0,420.7,20
29,1.77,42,4,2,512,2050,6,0,1,0,0,0,0,0,0,0,0,0,0,0,795.7,20
32,1.78,39,6,2,477,2863,2,0,0,0,1,0,0,0,0,0,0,0,0,0,252.5,20
38,1.87,34,17,4,157,2668,6,1,0,0,0,0,0,0,0,0,0,0,0,0,80.7,20
28,1.74,19,2,2,712,1424,6,0,0,0,1,0,0,0,0,0,0,0,0,0,154.15,19
18,1.72,19,8,4,151,1211,3,1,0,0,0,0,0,0,0,0,0,0,0,0,87.85,18
17,1.78,30,3,0,342,1026,1,0,1,0,0,0,0,0,0,0,0,0,0,0,882.55,18
21,1.73,37,1,5,2608,2608,0,0,0,1,0,0,0,0,0,1,0,0,0,0,324.2,18
20,1.89,29,0,0,0,2474,3,0,0,0,0,0,0,0,1,0,0,0,0,0,243.7,18
21,1.76,38,0,7,0,2518,0,0,0,0,0,0,0,0,0,0,1,0,0,0,320.3,18
19,1.7,44,6,5,462,2770,3,0,0,0,0,0,0,0,0,0,0,0,0,0,318,18
20,1.85,25,0,1,0,1861,0,0,0,1,0,0,0,0,0,0,1,0,0,0,318.6,18
21,1.88,37,61,5,55,3330,0,0,0,0,0,0,0,0,0,0,0,1,0,0,397,18
23,1.83,38,7,3,364,2547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,352.9,18
24,1.71,31,8,7,307,2459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,171.4,18
22,1.75,29,3,4,512,1535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,235.6,18
24,1.88,28,0,1,0,2440,0,0,0,0,0,0,0,0,1,0,0,0,0,0,397,18
22,1.93,35,1,2,3150,3150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,200.7,18
21,1.99,36,40,12,82,3270,2,0,0,0,0,0,0,0,0,0,0,1,0,0,104,18
23,1.83,37,6,0,490,2943,1,0,0,0,0,0,0,0,0,0,1,0,0,0,259.2,18
22,1.83,36,1,1,2178,2178,5,0,0,0,0,0,0,0,0,1,0,0,0,0,332.65,18
22,1.83,23,5,5,385,1926,2,1,0,0,0,0,0,0,0,0,0,0,0,0,96.2,18
20,1.73,33,7,4,206,1440,0,0,0,0,0,1,0,0,0,0,0,0,0,0,320.3,18
23,1.85,38,1,5,2793,2793,2,0,0,0,0,0,0,0,1,0,0,0,0,0,280.15,18
31,1.94,12,17,1,61,1035,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1020,18
22,1.84,40,3,3,1171,3512,3,0,0,0,0,0,0,0,0,1,0,0,0,0,183,18
26,1.7,30,5,12,447,2237,6,0,0,0,1,0,0,0,0,0,0,0,0,0,160,18
20,1.75,22,6,4,208,1246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104.6,12
30,1.81,24,3,2,280,839,2,0,0,0,0,1,0,0,0,0,0,0,0,0,143.05,7.5
33,1.78,24,5,5,337,1685,6,0,1,0,0,0,0,0,0,0,0,0,0,0,41.19,8
21,1.8,44,14,3,150,2095,6,1,0,0,0,0,0,0,0,0,0,0,0,0,280.15,13
20,1.91,29,3,0,739,2216,6,0,0,0,0,0,0,0,1,0,0,0,0,0,209,9
28,1.68,41,7,7,438,3068,1,0,1,0,0,0,0,0,0,0,0,0,0,0,66.5,9
25,1.85,31,7,6,264,1847,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.6,9
26,1.82,37,9,2,321,2893,6,1,0,0,0,0,0,0,0,0,0,0,0,0,136.7,9
24,1.76,8,1,3,662,662,1,1,0,0,0,0,0,0,0,0,0,0,0,0,38.63,10
24,1.8,30,11,6,221,2428,2,0,1,0,0,0,0,0,0,0,0,0,0,0,38.63,9
18,1.76,24,11,1,144,1580,0,0,0,1,0,0,0,0,0,0,0,0,0,0,313,9
27,1.73,35,5,4,607,3037,3,0,0,0,0,0,0,0,0,1,0,0,0,0,126.1,9
24,1.87,35,0,2,0,3036,3,0,0,0,0,0,0,0,1,0,0,0,0,0,136.1,9
26,1.93,7,1,1,124,124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,184.1,7
30,1.93,19,5,1,244,1218,6,1,0,0,0,0,0,0,0,0,0,0,0,0,64.4,6
18,1.74,12,1,1,466,466,0,0,0,0,1,0,0,0,0,0,0,0,0,0,358.7,9
28,1.84,22,0,4,0,1542,2,0,0,0,0,0,0,0,0,1,0,0,0,0,25.6,5
25,1.74,47,15,8,268,4024,5,0,0,0,0,1,0,0,0,0,0,0,0,0,73.3,9
31,1.9,36,52,8,62,3240,6,0,0,0,0,0,0,0,0,0,0,1,0,0,253.5,10
26,1.81,36,1,2,2269,2269,3,0,0,0,0,0,1,0,0,0,0,0,0,0,294.45,9
28,1.89,31,10,3,152,1517,2,0,0,0,0,1,0,0,0,0,0,0,0,0,201.6,8
27,1.92,35,40,11,79,3150,6,0,0,0,0,0,0,0,0,0,0,1,0,0,93.6,10
25,1.85,32,1,6,1813,1813,2,0,0,0,0,0,1,0,0,0,0,0,0,0,136.1,7
20,1.85,35,13,3,204,2656,2,1,0,0,0,0,0,0,0,0,0,0,0,0,31.63,9
30,1.75,34,3,1,368,1105,5,0,0,1,0,0,0,0,0,0,0,0,0,0,201.6,9
31,1.67,35,0,4,0,1840,1,0,0,0,0,1,0,0,0,0,0,0,0,0,136.7,4.5
26,1.88,49,64,17,69,4410,2,0,0,0,0,0,0,0,0,0,0,1,0,0,56.3,6
24,1.74,33,3,2,584,1753,1,0,0,0,1,0,0,0,0,0,0,0,0,0,146.2,10
26,1.86,36,0,1,0,3181,2,0,0,0,0,0,0,0,1,0,0,0,0,0,146.2,6
24,1.78,20,0,0,0,912,5,0,0,0,0,0,0,0,0,0,1,0,0,0,274.15,9
29,1.75,32,9,9,276,2487,6,1,0,0,0,0,0,0,0,0,0,0,0,0,41.19,8
27,1.86,24,0,0,0,1184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,119.45,6.5
20,1.85,28,1,2,1213,1213,2,0,1,0,0,0,0,0,0,0,0,0,0,0,225.65,6
30,1.74,19,1,6,1415,1415,6,0,0,0,1,0,0,0,0,0,0,0,0,0,12,4.5
25,1.85,31,7,6,264,1847,0,1,0,0,0,0,0,0,0,0,0,0,0,0,93.6,9
24,1.78,20,0,0,0,912,5,0,0,0,0,0,0,0,0,0,1,0,0,0,274.15,9
26,1.82,35,2,3,719,1438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,184.1,9
20,1.83,20,4,1,292,1169,1,0,1,0,0,0,0,0,0,0,0,0,0,0,397,12
20,1.77,2,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1050,10
25,1.84,15,0,0,0,867,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99.68,7.5
23,1.89,28,0,0,0,2180,0,0,0,0,0,0,0,0,1,0,0,0,0,0,890,20
22,1.83,36,1,1,2178,2178,5,0,0,0,0,0,0,0,0,1,0,0,0,0,332.65,18
22,1.84,16,0,0,0,827,0,0,0,0,0,0,0,0,0,1,0,0,0,0,320.3,13
22,1.88,13,4,1,154,617,1,1,0,0,0,0,0,0,0,0,0,0,0,0,154.15,7
24,1.87,17,0,1,0,1047,0,0,0,0,0,0,0,0,1,0,0,0,0,0,123.8,8
30,1.95,22,20,10,92,1837,6,0,0,0,0,0,0,0,0,0,0,1,0,0,451.5,8
24,1.72,44,7,7,460,3220,1,0,0,0,0,1,0,0,0,0,0,0,0,0,161.9,15
23,1.84,27,0,5,0,779,2,0,0,0,0,1,0,0,0,0,0,0,0,0,70,3
22,1.66,22,1,1,766,766,5,0,1,0,0,0,0,0,0,0,0,0,0,0,274.15,8
19,1.81,14,0,0,0,671,0,0,0,0,0,0,0,0,1,0,0,0,0,0,93.6,5
22,1.81,15,0,0,0,652,2,0,0,0,0,0,0,0,0,0,1,0,0,0,252.5,8
23,1.78,28,5,1,223,1115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,87.4,8
30,1.85,26,2,0,206,411,3,1,0,0,0,0,0,0,0,0,0,0,0,0,294.45,4
21,1.82,28,4,8,446,1784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,200.7,12
25,1.74,47,15,8,268,4024,5,0,0,0,0,1,0,0,0,0,0,0,0,0,73.3,9
20,1.7,35,6,3,211,1265,2,0,0,0,0,1,0,0,0,0,0,0,0,0,280.15,8
22,1.88,28,0,2,0,2197,2,0,0,0,0,0,0,0,1,0,0,0,0,0,99.68,8
28,1.9,33,5,3,275,1374,5,1,0,0,0,0,0,0,0,0,0,0,0,0,253.5,5
24,1.79,16,3,3,335,1004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43.6,6.5
28,1.8,19,16,7,92,1480,2,0,0,1,0,0,0,0,0,0,0,0,0,0,55,6
28,1.75,25,2,7,910,1821,2,0,0,1,0,0,0,0,0,0,0,0,0,0,64,9
27,1.72,39,6,0,300,1798,1,0,0,0,1,0,0,0,0,0,0,0,0,0,119.45,5
22,1.78,30,5,5,295,1477,1,0,1,0,0,0,0,0,0,0,0,0,0,0,62,7
28,1.76,37,3,3,947,2841,1,0,0,1,0,0,0,0,0,0,0,0,0,0,127.7,10
25,1.8,37,5,5,462,2312,1,0,0,0,0,0,0,0,0,0,0,0,0,1,123.85,8
31,1.89,28,5,0,284,1420,6,1,0,0,0,0,0,0,0,0,0,0,0,0,146.2,6
24,1.83,17,0,0,0,1092,1,0,0,0,0,0,0,0,1,0,0,0,0,0,324.2,8
28,1.92,33,0,2,0,2945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,136.7,8
31,1.72,9,3,2,194,581,3,0,0,0,1,0,0,0,0,0,0,0,0,0,36.5,3
33,1.88,26,1,2,2042,2042,1,0,0,0,0,0,0,0,1,0,0,0,0,0,112.88,6
28,1.87,14,0,0,0,816,1,0,0,0,0,0,1,0,0,0,0,0,0,0,104.6,4
25,1.75,26,5,0,270,1351,1,0,0,0,0,1,0,0,0,0,0,0,0,0,64.4,4
34,1.77,48,5,2,666,3331,6,0,0,0,1,0,0,0,0,0,0,0,0,0,534.45,6
21,1.88,35,6,2,306,1836,2,0,0,0,0,1,0,0,0,0,0,0,0,0,55,7
31,1.87,24,6,3,239,1434,5,1,0,0,0,0,0,0,0,0,0,0,0,0,172.4,6
21,1.79,29,4,0,231,924,2,0,0,1,0,0,0,0,0,0,0,0,0,0,104.6,7
23,1.87,8,0,0,0,248,3,0,0,0,0,0,0,0,1,0,0,0,0,0,107.9,6
25,1.83,12,1,0,634,634,2,0,0,0,0,0,0,0,0,1,0,0,0,0,61,2.5
23,1.84,27,0,5,0,779,2,0,0,0,0,1,0,0,0,0,0,0,0,0,70,3
21,1.85,16,1,0,537,537,6,0,0,0,1,0,0,0,0,0,0,0,0,0,126.2,3
19,1.82,30,3,5,735,2206,1,0,1,0,0,0,0,0,0,0,0,0,0,0,40,8
22,1.91,28,49,4,52,2550,0,0,0,0,0,0,0,0,0,0,0,1,0,0,65,13
27,1.75,30,7,1,192,1343,6,1,0,0,0,0,0,0,0,0,0,0,0,0,136.7,4
21,1.77,31,6,2,277,1663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,127.7,8
30,1.83,16,0,3,0,954,3,0,0,0,0,0,0,0,0,1,0,0,0,0,55,2.5
32,1.82,40,18,4,137,2459,3,1,0,0,0,0,0,0,0,0,0,0,0,0,78,5
21,1.75,30,11,6,148,1624,1,1,0,0,0,0,0,0,0,0,0,0,0,0,81,10
24,1.87,17,0,1,0,1047,0,0,0,0,0,0,0,0,1,0,0,0,0,0,123.8,8
21,1.79,42,5,6,407,2033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,8
24,1.79,36,2,2,886,1772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,171.4,8
24,1.73,27,2,1,770,1539,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,8
23,1.88,11,0,0,0,598,6,0,0,0,0,0,0,0,1,0,0,0,0,0,309.95,10
28,1.78,46,22,1,140,3076,2,1,0,0,0,0,0,0,0,0,0,0,0,0,66.5,7.5
30,1.76,35,6,6,485,2909,3,0,0,0,0,1,0,0,0,0,0,0,0,0,95.1,10
23,1.77,40,19,3,140,2654,2,1,0,0,0,0,0,0,0,0,0,0,0,0,184.1,20
27,1.78,38,5,6,621,3105,5,0,0,0,1,0,0,0,0,0,0,0,0,0,253.5,16
24,1.77,31,0,1,0,1893,1,0,1,0,0,0,0,0,0,0,0,0,0,0,87.4,10
24,1.75,41,14,11,196,2745,6,0,0,1,0,0,0,0,0,0,0,0,0,0,116.55,12
25,1.91,35,1,1,2716,2716,1,0,0,0,0,0,0,0,1,0,0,0,0,0,274.15,17
21,1.73,41,8,9,335,2683,0,0,0,0,0,1,0,0,0,0,0,0,0,0,376,15
25,1.83,40,1,1,3159,3159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,547.7,10
25,1.86,45,13,5,203,2640,3,0,0,0,1,0,0,0,0,0,0,0,0,0,201.6,7
24,1.75,18,0,2,0,710,3,0,0,1,0,0,0,0,0,0,0,0,0,0,236.3,6.5
28,1.84,20,2,1,812,1623,1,0,1,0,0,0,0,0,0,0,0,0,0,0,154.65,7.5
31,1.71,26,1,2,1423,1423,1,0,0,0,0,0,0,0,0,0,1,0,0,0,172.4,4.8
31,1.76,19,1,3,1265,1265,6,0,0,0,1,0,0,0,0,0,0,0,0,0,20,5
25,1.78,31,5,7,467,2333,3,0,1,0,0,0,0,0,0,0,0,0,0,0,18,5
21,1.9,12,1,0,748,748,1,0,0,0,0,0,0,0,1,0,0,0,0,0,235.6,10
26,1.84,36,1,2,2612,2612,6,0,0,0,0,0,1,0,0,0,0,0,0,0,318,15
24,1.84,22,1,0,1550,1550,3,0,0,0,0,0,0,0,1,0,0,0,0,0,154.65,8.5
20,1.81,15,5,1,194,971,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1020,10
24,1.83,44,8,1,438,3507,0,0,0,0,0,0,0,0,1,0,0,0,0,0,235.6,12
29,1.84,40,1,2,2743,2743,3,0,0,0,0,0,1,0,0,0,0,0,0,0,398.7,10
22,1.82,17,0,1,0,830,0,0,0,0,0,0,1,0,0,0,0,0,0,0,352.9,14
29,1.9,28,44,7,54,2369,1,0,0,0,0,0,0,0,0,0,0,1,0,0,223,7
25,1.83,41,1,6,2787,2787,3,0,0,0,0,0,0,0,0,1,0,0,0,0,313,8
26,1.95,35,1,0,2493,2493,6,0,0,0,0,0,0,0,1,0,0,0,0,0,113.7,8
24,1.71,31,8,7,307,2459,1,0,0,1,0,0,0,0,0,0,0,0,0,0,171.4,18
23,1.91,34,1,2,2528,2528,3,0,0,0,0,0,0,0,1,0,0,0,0,0,169.53,20
29,1.94,34,14,4,202,2827,2,1,0,0,0,0,0,0,0,0,0,0,0,0,93.6,15
25,1.83,39,1,0,3510,3510,2,0,0,0,0,0,0,0,1,0,0,0,0,0,116.55,11
23,1.88,17,0,0,0,808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99.68,6.5
26,1.8,17,7,3,182,1277,1,1,0,0,0,0,0,0,0,0,0,0,0,0,39.93,8
21,1.81,17,6,0,92,555,5,0,0,1,0,0,0,0,0,0,0,0,0,0,93.6,5
23,1.78,38,7,3,424,2971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,225.65,16
31,1.84,13,0,0,0,664,2,0,1,0,0,0,0,0,0,0,0,0,0,0,332.65,7
27,1.91,41,5,3,389,1943,5,1,0,0,0,0,0,0,0,0,0,0,0,0,126.1,9
19,1.79,6,0,1,0,358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129.55,7
23,1.79,11,8,2,78,628,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83.35,8
24,1.8,32,6,6,304,1827,5,0,0,0,1,0,0,0,0,0,0,0,0,0,77.45,8
28,1.76,13,5,2,126,632,3,1,0,0,0,0,0,0,0,0,0,0,0,0,57.1,7
28,1.9,16,1,1,1107,1107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,172.4,5
30,1.85,26,2,3,756,1513,3,1,0,0,0,0,0,0,0,0,0,0,0,0,20.85,5
27,1.82,33,0,2,0,2404,0,0,0,0,0,0,0,0,0,1,0,0,0,0,123.8,5
34,1.87,45,6,2,672,4034,6,0,0,0,0,0,0,0,1,0,0,0,0,0,91.45,4
20,1.75,22,6,4,208,1246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104.6,12
31,1.81,41,1,4,2958,2958,6,0,0,0,0,0,1,0,0,0,0,0,0,0,172.4,6.5
23,1.88,20,0,1,0,627,2,0,0,0,0,0,0,0,0,1,0,0,0,0,534.45,5
27,1.88,34,1,1,1227,1227,1,0,1,0,0,0,0,0,0,0,0,0,0,0,126.1,7
24,1.75,17,2,1,546,1091,5,0,0,1,0,0,0,0,0,0,0,0,0,0,36.95,6
26,1.72,22,1,2,1036,1036,1,0,0,0,0,1,0,0,0,0,0,0,0,0,220.9,8
27,1.77,29,4,3,452,1807,2,0,0,0,0,1,0,0,0,0,0,0,0,0,62.4,4
22,1.78,32,1,5,2392,2392,0,0,1,0,0,0,0,0,0,0,0,0,0,0,123.85,7
27,1.9,22,2,1,478,957,1,1,0,0,0,0,0,0,0,0,0,0,0,0,86.3,7
27,1.93,6,6,2,75,451,5,0,0,0,0,0,0,0,0,0,0,1,0,0,80.7,7
26,1.92,20,0,0,0,723,2,0,0,0,0,0,1,0,0,0,0,0,0,0,84.85,5
23,1.88,20,0,1,0,627,2,0,0,0,0,0,0,0,0,1,0,0,0,0,534.45,5
24,1.9,39,0,1,0,3198,6,0,0,0,0,0,0,0,1,0,0,0,0,0,126.1,12
25,1.73,17,0,0,0,860,5,0,1,0,0,0,0,0,0,0,0,0,0,0,96.2,6
25,1.73,17,0,0,0,860,5,0,1,0,0,0,0,0,0,0,0,0,0,0,96.2,6
25,1.88,22,0,0,0,1533,2,0,0,0,0,0,0,0,1,0,0,0,0,0,169.53,5
25,1.84,32,2,2,1062,2125,1,0,0,0,0,0,0,0,0,0,1,0,0,0,113.7,8.5
27,1.82,48,7,10,471,3300,1,0,1,0,0,0,0,0,0,0,0,0,0,0,63.95,4.5
21,1.88,35,1,2,2889,2889,3,0,0,0,0,0,0,0,1,0,0,0,0,0,131.55,15
27,1.68,29,3,2,541,1624,3,0,1,0,0,0,0,0,0,0,0,0,0,0,111.9,8
22,1.87,30,2,1,866,1733,1,1,0,0,0,0,0,0,0,0,0,0,0,0,103.3,8
24,1.7,19,0,0,0,847,5,0,0,0,0,0,0,0,0,1,0,0,0,0,98.55,5
27,1.76,29,0,5,0,2454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80.7,8
28,1.93,2,1,1,180,180,5,0,0,0,0,0,0,0,0,0,0,1,0,0,318.6,4
23,1.78,38,7,3,424,2971,0,0,0,1,0,0,0,0,0,0,0,0,0,0,225.65,16
23,1.69,13,1,0,1170,1170,3,0,1,0,0,0,0,0,0,0,0,0,0,0,43.18,8
25,1.6,11,0,2,0,688,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81.15,6
30,1.85,26,2,3,756,1513,3,1,0,0,0,0,0,0,0,0,0,0,0,0,20.85,5
29,1.85,19,0,0,0,1398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,243.7,5
30,1.94,20,0,0,0,1583,2,0,0,0,0,0,0,0,1,0,0,0,0,0,154.65,3
21,1.85,15,0,1,0,1098,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77.3,7
25,1.93,36,4,0,426,1703,2,0,0,0,0,0,1,0,0,0,0,0,0,0,111.3,6.5
26,1.77,34,6,7,365,2188,2,0,0,0,0,1,0,0,0,0,0,0,0,0,176.43,7.5
22,1.77,32,12,5,153,1834,2,0,0,1,0,0,0,0,0,0,0,0,0,0,102.25,7.5
24,1.83,22,2,0,418,836,0,0,1,0,0,0,0,0,0,0,0,0,0,0,102.25,5.5
20,1.86,38,4,0,484,1938,6,1,0,0,0,0,0,0,0,0,0,0,0,0,56.3,7
28,1.86,19,3,2,257,772,6,0,0,0,0,1,0,0,0,0,0,0,0,0,46.95,7
23,1.77,43,7,4,435,3047,0,0,1,0,0,0,0,0,0,0,0,0,0,0,104.6,9
21,1.85,23,6,2,218,1305,1,1,0,0,0,0,0,0,0,0,0,0,0,0,93.6,10
24,1.83,34,1,6,2677,2677,2,0,1,0,0,0,0,0,0,0,0,0,0,0,112.88,9
27,1.85,28,1,2,1191,1191,2,0,0,0,0,1,0,0,0,0,0,0,0,0,69,3.5
22,1.74,13,0,1,0,757,3,0,0,0,0,0,0,0,0,0,1,0,0,0,123.85,5
25,1.85,50,11,5,266,2924,6,1,0,0,0,0,0,0,0,0,0,0,0,0,123.8,6
22,1.82,30,0,2,0,1018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,122.35,4
25,1.88,22,0,0,0,1533,2,0,0,0,0,0,0,0,1,0,0,0,0,0,169.53,5
21,1.95,36,12,5,194,2324,1,1,0,0,0,0,0,0,0,0,0,0,0,0,117.15,6.5
29,1.87,15,0,1,0,806,2,0,0,0,0,0,1,0,0,0,0,0,0,0,154.15,5
26,1.86,16,6,2,177,1062,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.6,4
25,1.85,50,11,5,266,2924,6,1,0,0,0,0,0,0,0,0,0,0,0,0,123.8,6
28,1.9,27,0,0,0,2066,2,0,0,0,0,0,0,0,1,0,0,0,0,0,80.55,5.5
29,1.78,50,6,8,686,4115,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63.95,5
33,1.72,33,7,11,373,2610,1,0,0,0,1,0,0,0,0,0,0,0,0,0,220.9,5
26,1.68,33,3,3,797,2390,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.55,6.5
28,1.75,38,9,6,307,2765,3,0,0,0,1,0,0,0,0,0,0,0,0,0,61.7,6.5
26,1.68,33,3,3,797,2390,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29.55,6.5
19,1.87,15,0,0,0,380,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1020,15
24,1.98,22,0,2,0,1806,0,0,0,0,0,0,0,0,1,0,0,0,0,0,443.1,15
19,1.85,12,0,0,0,126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,437,12
20,1.88,17,0,1,0,1111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129.55,6
21,1.94,25,0,0,0,1728,2,0,0,0,0,0,0,0,1,0,0,0,0,0,547.25,15
25,1.8,28,4,4,554,2217,3,0,0,0,0,0,0,0,0,0,1,0,0,0,154.15,7
19,1.76,17,2,4,362,724,6,0,0,0,0,1,0,0,0,0,0,0,0,0,201.6,6
28,1.85,32,10,3,195,1951,2,1,0,0,0,0,0,0,0,0,0,0,0,0,65,6
23,1.93,37,6,7,356,2133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,146.2,11
23,1.8,21,0,3,0,1303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96.2,8
20,1.75,28,2,1,526,1051,1,1,0,0,0,0,0,0,0,0,0,0,0,0,65,5.5
26,1.72,48,16,7,230,3686,1,0,0,0,1,0,0,0,0,0,0,0,0,0,78,6
27,1.8,15,5,0,259,1296,2,1,0,0,0,0,0,0,0,0,0,0,0,0,38.55,6
32,1.9,13,6,1,195,1169,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,3
29,1.78,39,12,4,232,2784,6,1,0,0,0,0,0,0,0,0,0,0,0,0,76,6
26,1.75,27,1,4,2204,2204,3,0,0,0,0,0,0,0,0,1,0,0,0,0,112.88,6.5
24,1.9,40,7,2,479,3350,1,0,0,0,0,0,0,0,1,0,0,0,0,0,105.2,16
32,1.74,34,6,2,300,1797,1,0,0,0,0,1,0,0,0,0,0,0,0,0,547.25,6
24,1.75,42,6,8,411,2468,1,0,0,0,0,1,0,0,0,0,0,0,0,0,183,6
21,1.8,33,1,4,2313,2313,5,0,0,0,0,0,0,0,0,0,1,0,0,0,126.2,9
26,1.68,6,0,1,0,300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,24.71,6
